,Species,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,Datetime,yr,mo,day
286,CULEX PIPIENS,T046,41.891118,-87.65449100000001,3,0,2007-07-11,2007,7,11
287,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,3,0,2007-07-11,2007,7,11
288,CULEX RESTUANS,T048,41.867108,-87.654224,1,0,2007-07-11,2007,7,11
289,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,2,0,2007-07-11,2007,7,11
290,CULEX RESTUANS,T049,41.896282,-87.655232,1,0,2007-07-11,2007,7,11
291,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,1,0,2007-07-11,2007,7,11
292,CULEX RESTUANS,T054,41.921965,-87.632085,1,0,2007-07-11,2007,7,11
293,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,50,0,2007-07-11,2007,7,11
294,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,35,0,2007-07-11,2007,7,11
295,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,50,0,2007-07-11,2007,7,11
296,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,8,0,2007-07-11,2007,7,11
297,CULEX RESTUANS,T086,41.688324,-87.676709,1,0,2007-07-11,2007,7,11
298,CULEX RESTUANS,T086,41.688324,-87.676709,8,0,2007-07-11,2007,7,11
299,CULEX PIPIENS,T086,41.688324,-87.676709,19,0,2007-07-11,2007,7,11
300,CULEX SALINARIUS,T086,41.688324,-87.676709,2,0,2007-07-11,2007,7,11
301,CULEX TERRITANS,T086,41.688324,-87.676709,1,0,2007-07-11,2007,7,11
302,CULEX PIPIENS/RESTUANS,T091,41.862292,-87.64886,14,0,2007-07-11,2007,7,11
303,CULEX PIPIENS,T091,41.862292,-87.64886,1,0,2007-07-11,2007,7,11
304,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,1,0,2007-07-11,2007,7,11
305,CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,22,0,2007-07-11,2007,7,11
306,CULEX RESTUANS,T096,41.731922,-87.677512,21,0,2007-07-11,2007,7,11
307,CULEX PIPIENS,T096,41.731922,-87.677512,2,0,2007-07-11,2007,7,11
308,CULEX RESTUANS,T143,41.999128999999996,-87.795585,1,0,2007-07-11,2007,7,11
309,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.68776899999999,1,0,2007-07-11,2007,7,11
310,CULEX RESTUANS,T148,42.01743,-87.68776899999999,2,0,2007-07-11,2007,7,11
311,CULEX SALINARIUS,T148,42.01743,-87.68776899999999,1,0,2007-07-11,2007,7,11
312,CULEX PIPIENS/RESTUANS,T009,41.981964000000005,-87.812827,1,0,2007-07-11,2007,7,11
313,CULEX RESTUANS,T009,41.981964000000005,-87.812827,14,0,2007-07-11,2007,7,11
314,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,8,0,2007-07-11,2007,7,11
315,CULEX RESTUANS,T011,41.944869,-87.832763,1,0,2007-07-11,2007,7,11
316,CULEX RESTUANS,T011,41.944869,-87.832763,2,0,2007-07-11,2007,7,11
317,CULEX PIPIENS,T011,41.944869,-87.832763,1,0,2007-07-11,2007,7,11
318,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.81150600000001,37,0,2007-07-11,2007,7,11
319,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.81150600000001,14,0,2007-07-11,2007,7,11
320,CULEX RESTUANS,T016,42.011601,-87.81150600000001,8,0,2007-07-11,2007,7,11
321,CULEX RESTUANS,T016,42.011601,-87.81150600000001,4,0,2007-07-11,2007,7,11
322,CULEX PIPIENS,T016,42.011601,-87.81150600000001,3,0,2007-07-11,2007,7,11
323,CULEX PIPIENS/RESTUANS,T019,41.94983,-87.69845699999999,1,0,2007-07-11,2007,7,11
324,CULEX PIPIENS/RESTUANS,T025,41.979243,-87.750938,7,0,2007-07-11,2007,7,11
325,CULEX RESTUANS,T025,41.979243,-87.750938,2,0,2007-07-11,2007,7,11
326,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,1,0,2007-07-11,2007,7,11
327,CULEX RESTUANS,T028,41.986921,-87.689778,2,0,2007-07-11,2007,7,11
328,CULEX RESTUANS,T031,41.801497999999995,-87.763416,1,0,2007-07-11,2007,7,11
329,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,1,0,2007-07-11,2007,7,11
330,CULEX PIPIENS/RESTUANS,T089,41.723195000000004,-87.64997,1,0,2007-07-11,2007,7,11
331,CULEX RESTUANS,T089,41.723195000000004,-87.64997,2,0,2007-07-11,2007,7,11
332,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,27,0,2007-07-11,2007,7,11
333,CULEX RESTUANS,T090,41.868077,-87.666901,5,0,2007-07-11,2007,7,11
334,CULEX PIPIENS/RESTUANS,T092,41.869215999999994,-87.627561,5,0,2007-07-11,2007,7,11
335,CULEX PIPIENS,T092,41.869215999999994,-87.627561,1,0,2007-07-11,2007,7,11
336,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.72460799999999,18,0,2007-07-11,2007,7,11
337,CULEX RESTUANS,T135,41.662014,-87.72460799999999,4,0,2007-07-11,2007,7,11
338,CULEX PIPIENS,T135,41.662014,-87.72460799999999,1,0,2007-07-11,2007,7,11
339,CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,1,0,2007-07-11,2007,7,11
340,CULEX PIPIENS/RESTUANS,T142,41.953067,-87.776792,1,0,2007-07-11,2007,7,11
341,CULEX RESTUANS,T142,41.953067,-87.776792,1,0,2007-07-11,2007,7,11
342,CULEX PIPIENS/RESTUANS,T145,41.878114000000004,-87.629798,3,0,2007-07-11,2007,7,11
343,CULEX RESTUANS,T145,41.878114000000004,-87.629798,1,0,2007-07-11,2007,7,11
344,CULEX PIPIENS/RESTUANS,T146,41.958271,-87.702575,13,0,2007-07-11,2007,7,11
345,CULEX RESTUANS,T146,41.958271,-87.702575,2,0,2007-07-11,2007,7,11
346,CULEX PIPIENS,T146,41.958271,-87.702575,1,0,2007-07-11,2007,7,11
347,CULEX PIPIENS/RESTUANS,T150,42.006858,-87.675919,1,0,2007-07-11,2007,7,11
348,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,4,0,2007-07-11,2007,7,11
349,CULEX RESTUANS,T151,41.916265,-87.800515,8,0,2007-07-11,2007,7,11
350,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,50,0,2007-07-11,2007,7,11
351,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,50,0,2007-07-11,2007,7,11
352,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,39,0,2007-07-11,2007,7,11
353,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,50,0,2007-07-11,2007,7,11
354,CULEX RESTUANS,T158,41.682587,-87.707973,27,0,2007-07-11,2007,7,11
355,CULEX PIPIENS,T158,41.682587,-87.707973,29,0,2007-07-11,2007,7,11
356,CULEX RESTUANS,T162,41.725516999999996,-87.61425799999999,1,0,2007-07-11,2007,7,11
357,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,1,0,2007-07-11,2007,7,11
358,CULEX RESTUANS,T218,41.948167,-87.730698,1,0,2007-07-11,2007,7,11
359,CULEX PIPIENS/RESTUANS,T001,41.953705,-87.733974,1,0,2007-07-11,2007,7,11
360,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,2,0,2007-07-11,2007,7,11
361,CULEX PIPIENS/RESTUANS,T006,41.990284,-87.797127,1,0,2007-07-11,2007,7,11
362,CULEX RESTUANS,T006,41.990284,-87.797127,2,0,2007-07-11,2007,7,11
363,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.77792099999999,39,0,2007-07-11,2007,7,11
364,CULEX RESTUANS,T008,42.008314,-87.77792099999999,14,0,2007-07-11,2007,7,11
365,CULEX PIPIENS,T008,42.008314,-87.77792099999999,5,0,2007-07-11,2007,7,11
366,CULEX PIPIENS/RESTUANS,T037,41.921177,-87.79518,2,0,2007-07-11,2007,7,11
367,CULEX PIPIENS/RESTUANS,T043,41.857402,-87.694991,20,0,2007-07-11,2007,7,11
368,CULEX RESTUANS,T043,41.857402,-87.694991,5,0,2007-07-11,2007,7,11
369,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,2,0,2007-07-11,2007,7,11
370,CULEX PIPIENS,T047,41.868142,-87.696269,1,0,2007-07-11,2007,7,11
371,CULEX PIPIENS/RESTUANS,T085,41.721474,-87.648064,15,0,2007-07-11,2007,7,11
372,CULEX PIPIENS/RESTUANS,T088,41.869107,-87.69629300000001,5,0,2007-07-11,2007,7,11
373,CULEX RESTUANS,T088,41.869107,-87.69629300000001,4,0,2007-07-11,2007,7,11
374,CULEX PIPIENS/RESTUANS,T161,41.719059,-87.675088,17,0,2007-07-11,2007,7,11
375,CULEX RESTUANS,T161,41.719059,-87.675088,4,0,2007-07-11,2007,7,11
376,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,2,0,2007-07-11,2007,7,11
377,CULEX RESTUANS,T013,41.923738,-87.785288,1,0,2007-07-11,2007,7,11
378,CULEX PIPIENS/RESTUANS,T014,41.970248,-87.787992,3,0,2007-07-11,2007,7,11
379,CULEX RESTUANS,T014,41.970248,-87.787992,4,0,2007-07-11,2007,7,11
380,CULEX PIPIENS/RESTUANS,T030,41.899229999999996,-87.716788,6,0,2007-07-11,2007,7,11
381,CULEX RESTUANS,T030,41.899229999999996,-87.716788,4,0,2007-07-11,2007,7,11
382,CULEX PIPIENS,T030,41.899229999999996,-87.716788,5,0,2007-07-11,2007,7,11
383,CULEX PIPIENS/RESTUANS,T084,41.692555,-87.598865,4,0,2007-07-11,2007,7,11
384,CULEX RESTUANS,T084,41.692555,-87.598865,1,0,2007-07-11,2007,7,11
385,CULEX PIPIENS,T084,41.692555,-87.598865,1,0,2007-07-11,2007,7,11
386,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.68826700000001,16,0,2007-07-11,2007,7,11
387,CULEX PIPIENS,T160,41.903002,-87.68826700000001,1,0,2007-07-11,2007,7,11
388,CULEX PIPIENS/RESTUANS,T004,41.962728000000006,-87.748367,1,0,2007-07-11,2007,7,11
389,CULEX PIPIENS/RESTUANS,T035,41.836644,-87.677737,1,0,2007-07-11,2007,7,11
390,CULEX PIPIENS/RESTUANS,T036,41.837084999999995,-87.729384,2,0,2007-07-11,2007,7,11
391,CULEX PIPIENS/RESTUANS,T039,41.911823999999996,-87.726737,1,0,2007-07-11,2007,7,11
392,CULEX PIPIENS/RESTUANS,T060,41.823065,-87.67837800000001,1,0,2007-07-11,2007,7,11
393,CULEX PIPIENS,T060,41.823065,-87.67837800000001,1,0,2007-07-11,2007,7,11
394,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,3,0,2007-07-11,2007,7,11
395,CULEX PIPIENS,T061,41.801179,-87.679447,1,0,2007-07-11,2007,7,11
396,CULEX PIPIENS,T062,41.800737,-87.71188000000001,2,0,2007-07-11,2007,7,11
397,CULEX PIPIENS/RESTUANS,T065,41.778296999999995,-87.752411,22,0,2007-07-11,2007,7,11
398,CULEX PIPIENS,T065,41.778296999999995,-87.752411,2,0,2007-07-11,2007,7,11
399,CULEX TERRITANS,T065,41.778296999999995,-87.752411,2,0,2007-07-11,2007,7,11
400,CULEX PIPIENS/RESTUANS,T066,41.77166,-87.703047,4,0,2007-07-11,2007,7,11
401,CULEX PIPIENS/RESTUANS,T067,41.759346,-87.745602,9,0,2007-07-11,2007,7,11
402,CULEX PIPIENS/RESTUANS,T069,41.768388,-87.678649,10,0,2007-07-11,2007,7,11
403,CULEX RESTUANS,T069,41.768388,-87.678649,3,0,2007-07-11,2007,7,11
404,CULEX RESTUANS,T069,41.768388,-87.678649,1,0,2007-07-11,2007,7,11
405,CULEX PIPIENS/RESTUANS,T070,41.797616,-87.797894,2,0,2007-07-11,2007,7,11
406,CULEX PIPIENS/RESTUANS,T071,41.781416,-87.77653199999999,2,0,2007-07-11,2007,7,11
407,CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,2,0,2007-07-11,2007,7,11
408,CULEX RESTUANS,T073,41.773215,-87.60088,3,0,2007-07-11,2007,7,11
409,CULEX RESTUANS,T074,41.822536,-87.66634300000001,11,0,2007-07-11,2007,7,11
410,CULEX SALINARIUS,T075,41.799282,-87.585487,1,0,2007-07-11,2007,7,11
411,CULEX RESTUANS,T076,41.794781,-87.615989,18,0,2007-07-11,2007,7,11
412,CULEX RESTUANS,T077,41.778748,-87.586427,1,0,2007-07-11,2007,7,11
413,CULEX PIPIENS/RESTUANS,T079,41.766202,-87.562889,6,0,2007-07-11,2007,7,11
414,CULEX RESTUANS,T079,41.766202,-87.562889,6,0,2007-07-11,2007,7,11
415,CULEX PIPIENS/RESTUANS,T080,41.754676,-87.612922,2,0,2007-07-11,2007,7,11
416,CULEX RESTUANS,T080,41.754676,-87.612922,1,0,2007-07-11,2007,7,11
417,CULEX PIPIENS/RESTUANS,T081,41.821582,-87.62779599999999,11,0,2007-07-11,2007,7,11
418,CULEX RESTUANS,T081,41.821582,-87.62779599999999,1,0,2007-07-11,2007,7,11
419,CULEX PIPIENS/RESTUANS,T082,41.803422999999995,-87.642984,4,0,2007-07-11,2007,7,11
420,CULEX RESTUANS,T082,41.803422999999995,-87.642984,4,0,2007-07-11,2007,7,11
421,CULEX PIPIENS,T082,41.803422999999995,-87.642984,1,0,2007-07-11,2007,7,11
422,CULEX PIPIENS/RESTUANS,T083,41.754292,-87.590773,2,0,2007-07-11,2007,7,11
423,CULEX RESTUANS,T083,41.754292,-87.590773,7,0,2007-07-11,2007,7,11
424,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,5,0,2007-07-11,2007,7,11
425,CULEX RESTUANS,T114,41.798697,-87.736812,1,0,2007-07-11,2007,7,11
426,CULEX PIPIENS/RESTUANS,T155,41.776156,-87.778927,1,0,2007-07-11,2007,7,11
427,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,7,0,2007-07-18,2007,7,18
428,CULEX RESTUANS,T002,41.95469,-87.800991,2,0,2007-07-18,2007,7,18
429,CULEX PIPIENS,T002,41.95469,-87.800991,4,0,2007-07-18,2007,7,18
430,CULEX RESTUANS,T007,41.994991,-87.769279,3,0,2007-07-18,2007,7,18
431,CULEX PIPIENS,T007,41.994991,-87.769279,3,0,2007-07-18,2007,7,18
432,CULEX RESTUANS,T015,41.974089,-87.824812,1,0,2007-07-18,2007,7,18
433,CULEX PIPIENS,T015,41.974089,-87.824812,4,0,2007-07-18,2007,7,18
434,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,12,0,2007-07-18,2007,7,18
435,CULEX PIPIENS,T045,41.9216,-87.666455,4,0,2007-07-18,2007,7,18
436,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.65449100000001,29,0,2007-07-18,2007,7,18
437,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.65449100000001,1,0,2007-07-18,2007,7,18
438,CULEX RESTUANS,T046,41.891118,-87.65449100000001,8,0,2007-07-18,2007,7,18
439,CULEX PIPIENS,T046,41.891118,-87.65449100000001,34,0,2007-07-18,2007,7,18
440,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,1,0,2007-07-18,2007,7,18
441,CULEX RESTUANS,T048,41.867108,-87.654224,2,0,2007-07-18,2007,7,18
442,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,3,0,2007-07-18,2007,7,18
443,CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,1,0,2007-07-18,2007,7,18
444,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,3,0,2007-07-18,2007,7,18
445,CULEX RESTUANS,T054,41.921965,-87.632085,2,0,2007-07-18,2007,7,18
446,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,5,0,2007-07-18,2007,7,18
447,CULEX RESTUANS,T086,41.688324,-87.676709,1,0,2007-07-18,2007,7,18
448,CULEX PIPIENS/RESTUANS,T091,41.862292,-87.64886,1,0,2007-07-18,2007,7,18
449,CULEX PIPIENS,T091,41.862292,-87.64886,1,0,2007-07-18,2007,7,18
450,CULEX RESTUANS,T129,41.891126,-87.61156,1,0,2007-07-18,2007,7,18
451,CULEX PIPIENS/RESTUANS,T143,41.999128999999996,-87.795585,1,0,2007-07-18,2007,7,18
452,CULEX RESTUANS,T143,41.999128999999996,-87.795585,1,0,2007-07-18,2007,7,18
453,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.68776899999999,2,0,2007-07-18,2007,7,18
454,CULEX RESTUANS,T148,42.01743,-87.68776899999999,1,0,2007-07-18,2007,7,18
455,CULEX PIPIENS/RESTUANS,T153,41.907645,-87.760886,2,0,2007-07-18,2007,7,18
456,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,3,0,2007-07-18,2007,7,18
457,CULEX RESTUANS,T011,41.944869,-87.832763,1,0,2007-07-18,2007,7,18
458,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.81150600000001,15,0,2007-07-18,2007,7,18
459,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.81150600000001,19,0,2007-07-18,2007,7,18
460,CULEX RESTUANS,T016,42.011601,-87.81150600000001,7,0,2007-07-18,2007,7,18
461,CULEX RESTUANS,T019,41.94983,-87.69845699999999,2,0,2007-07-18,2007,7,18
462,CULEX PIPIENS/RESTUANS,T025,41.979243,-87.750938,1,0,2007-07-18,2007,7,18
463,CULEX PIPIENS/RESTUANS,T025,41.979243,-87.750938,2,0,2007-07-18,2007,7,18
464,CULEX RESTUANS,T028,41.986921,-87.689778,2,0,2007-07-18,2007,7,18
465,CULEX RESTUANS,T028,41.986921,-87.689778,1,0,2007-07-18,2007,7,18
466,CULEX PIPIENS,T028,41.986921,-87.689778,1,0,2007-07-18,2007,7,18
467,CULEX PIPIENS/RESTUANS,T031,41.801497999999995,-87.763416,2,0,2007-07-18,2007,7,18
468,CULEX PIPIENS,T031,41.801497999999995,-87.763416,1,0,2007-07-18,2007,7,18
469,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,4,0,2007-07-18,2007,7,18
470,CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,1,0,2007-07-18,2007,7,18
471,CULEX PIPIENS/RESTUANS,T142,41.953067,-87.776792,3,0,2007-07-18,2007,7,18
472,CULEX PIPIENS/RESTUANS,T146,41.958271,-87.702575,7,0,2007-07-18,2007,7,18
473,CULEX PIPIENS,T146,41.958271,-87.702575,2,0,2007-07-18,2007,7,18
474,CULEX SALINARIUS,T146,41.958271,-87.702575,1,0,2007-07-18,2007,7,18
475,CULEX PIPIENS/RESTUANS,T147,41.932094,-87.700117,2,0,2007-07-18,2007,7,18
476,CULEX PIPIENS/RESTUANS,T150,42.006858,-87.675919,1,0,2007-07-18,2007,7,18
477,CULEX RESTUANS,T150,42.006858,-87.675919,1,0,2007-07-18,2007,7,18
478,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,11,0,2007-07-18,2007,7,18
479,CULEX RESTUANS,T151,41.916265,-87.800515,1,0,2007-07-18,2007,7,18
480,CULEX PIPIENS,T151,41.916265,-87.800515,1,0,2007-07-18,2007,7,18
481,CULEX RESTUANS,T152,41.846075,-87.716277,1,0,2007-07-18,2007,7,18
482,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,1,0,2007-07-18,2007,7,18
483,CULEX RESTUANS,T218,41.948167,-87.730698,1,0,2007-07-18,2007,7,18
484,CULEX PIPIENS,T218,41.948167,-87.730698,1,0,2007-07-18,2007,7,18
485,CULEX PIPIENS/RESTUANS,T220,41.963976,-87.69181,1,0,2007-07-18,2007,7,18
486,CULEX PIPIENS,T220,41.963976,-87.69181,1,0,2007-07-18,2007,7,18
487,CULEX PIPIENS,T001,41.953705,-87.733974,1,0,2007-07-18,2007,7,18
488,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,1,0,2007-07-18,2007,7,18
489,CULEX PIPIENS,T003,41.964242,-87.757639,1,0,2007-07-18,2007,7,18
490,CULEX RESTUANS,T006,41.990284,-87.797127,3,0,2007-07-18,2007,7,18
491,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.77792099999999,9,0,2007-07-18,2007,7,18
492,CULEX RESTUANS,T008,42.008314,-87.77792099999999,1,0,2007-07-18,2007,7,18
493,CULEX PIPIENS,T008,42.008314,-87.77792099999999,1,0,2007-07-18,2007,7,18
494,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,1,0,2007-07-18,2007,7,18
495,CULEX PIPIENS/RESTUANS,T037,41.921177,-87.79518,1,0,2007-07-18,2007,7,18
496,CULEX PIPIENS,T037,41.921177,-87.79518,2,0,2007-07-18,2007,7,18
497,CULEX PIPIENS/RESTUANS,T043,41.857402,-87.694991,1,0,2007-07-18,2007,7,18
498,CULEX RESTUANS,T047,41.868142,-87.696269,1,0,2007-07-18,2007,7,18
499,CULEX PIPIENS/RESTUANS,T051,41.846283,-87.656913,2,0,2007-07-18,2007,7,18
500,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,2,0,2007-07-18,2007,7,18
501,CULEX RESTUANS,T014,41.970248,-87.787992,3,0,2007-07-18,2007,7,18
502,CULEX PIPIENS/RESTUANS,T030,41.899229999999996,-87.716788,1,0,2007-07-18,2007,7,18
503,CULEX PIPIENS/RESTUANS,T030,41.899229999999996,-87.716788,10,0,2007-07-18,2007,7,18
504,CULEX RESTUANS,T030,41.899229999999996,-87.716788,5,0,2007-07-18,2007,7,18
505,CULEX PIPIENS,T030,41.899229999999996,-87.716788,2,0,2007-07-18,2007,7,18
506,CULEX PIPIENS/RESTUANS,T084,41.692555,-87.598865,1,0,2007-07-18,2007,7,18
507,CULEX PIPIENS/RESTUANS,T144,41.94016,-87.794896,1,0,2007-07-18,2007,7,18
508,CULEX RESTUANS,T144,41.94016,-87.794896,1,0,2007-07-18,2007,7,18
509,CULEX RESTUANS,T017,41.960615999999995,-87.777189,1,0,2007-07-18,2007,7,18
510,CULEX PIPIENS/RESTUANS,T044,41.883284,-87.705085,1,0,2007-07-18,2007,7,18
511,CULEX RESTUANS,T044,41.883284,-87.705085,1,0,2007-07-18,2007,7,18
512,CULEX RESTUANS,T044,41.883284,-87.705085,1,0,2007-07-18,2007,7,18
513,CULEX PIPIENS/RESTUANS,T035,41.836644,-87.677737,1,0,2007-07-18,2007,7,18
514,CULEX PIPIENS/RESTUANS,T036,41.837084999999995,-87.729384,1,0,2007-07-18,2007,7,18
515,CULEX RESTUANS,T036,41.837084999999995,-87.729384,2,0,2007-07-18,2007,7,18
516,CULEX RESTUANS,T036,41.837084999999995,-87.729384,1,0,2007-07-18,2007,7,18
517,CULEX PIPIENS,T036,41.837084999999995,-87.729384,1,0,2007-07-18,2007,7,18
518,CULEX SALINARIUS,T036,41.837084999999995,-87.729384,1,0,2007-07-18,2007,7,18
519,CULEX PIPIENS/RESTUANS,T039,41.911823999999996,-87.726737,2,0,2007-07-18,2007,7,18
520,CULEX RESTUANS,T060,41.823065,-87.67837800000001,1,0,2007-07-18,2007,7,18
521,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,2,0,2007-07-18,2007,7,18
522,CULEX PIPIENS/RESTUANS,T062,41.800737,-87.71188000000001,7,0,2007-07-18,2007,7,18
523,CULEX RESTUANS,T062,41.800737,-87.71188000000001,4,0,2007-07-18,2007,7,18
524,CULEX PIPIENS,T062,41.800737,-87.71188000000001,7,0,2007-07-18,2007,7,18
525,CULEX PIPIENS/RESTUANS,T065,41.778296999999995,-87.752411,2,0,2007-07-18,2007,7,18
526,CULEX PIPIENS,T065,41.778296999999995,-87.752411,1,0,2007-07-18,2007,7,18
527,CULEX PIPIENS/RESTUANS,T063,41.82561,-87.726549,1,0,2007-07-18,2007,7,18
528,CULEX PIPIENS,T063,41.82561,-87.726549,2,0,2007-07-18,2007,7,18
529,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,50,0,2007-07-18,2007,7,18
530,CULEX PIPIENS/RESTUANS,T138,41.726465000000005,-87.585413,50,0,2007-07-18,2007,7,18
531,CULEX PIPIENS/RESTUANS,T138,41.726465000000005,-87.585413,50,0,2007-07-18,2007,7,18
532,CULEX RESTUANS,T138,41.726465000000005,-87.585413,26,0,2007-07-18,2007,7,18
533,CULEX RESTUANS,T138,41.726465000000005,-87.585413,50,0,2007-07-18,2007,7,18
534,CULEX SALINARIUS,T138,41.726465000000005,-87.585413,2,0,2007-07-18,2007,7,18
535,CULEX PIPIENS/RESTUANS,T200,41.678618,-87.559308,27,0,2007-07-18,2007,7,18
536,CULEX PIPIENS/RESTUANS,T200,41.678618,-87.559308,15,0,2007-07-18,2007,7,18
537,CULEX RESTUANS,T200,41.678618,-87.559308,1,0,2007-07-18,2007,7,18
538,CULEX RESTUANS,T200,41.678618,-87.559308,3,0,2007-07-18,2007,7,18
539,CULEX PIPIENS,T200,41.678618,-87.559308,1,0,2007-07-18,2007,7,18
540,CULEX TERRITANS,T200,41.678618,-87.559308,3,0,2007-07-18,2007,7,18
541,CULEX PIPIENS/RESTUANS,T206,41.737052,-87.54306700000001,3,0,2007-07-18,2007,7,18
542,CULEX RESTUANS,T206,41.737052,-87.54306700000001,1,0,2007-07-18,2007,7,18
543,CULEX PIPIENS,T206,41.737052,-87.54306700000001,1,0,2007-07-18,2007,7,18
544,CULEX PIPIENS/RESTUANS,T209,41.740641,-87.546587,9,0,2007-07-18,2007,7,18
545,CULEX RESTUANS,T209,41.740641,-87.546587,4,0,2007-07-18,2007,7,18
546,CULEX PIPIENS,T209,41.740641,-87.546587,3,0,2007-07-18,2007,7,18
547,CULEX PIPIENS/RESTUANS,T212,41.680946,-87.535198,50,0,2007-07-18,2007,7,18
548,CULEX PIPIENS/RESTUANS,T212,41.680946,-87.535198,50,0,2007-07-18,2007,7,18
549,CULEX PIPIENS/RESTUANS,T212,41.680946,-87.535198,2,0,2007-07-18,2007,7,18
550,CULEX RESTUANS,T212,41.680946,-87.535198,12,0,2007-07-18,2007,7,18
551,CULEX PIPIENS,T212,41.680946,-87.535198,26,0,2007-07-18,2007,7,18
552,CULEX PIPIENS/RESTUANS,T215,41.686398,-87.531635,13,0,2007-07-18,2007,7,18
553,CULEX PIPIENS/RESTUANS,T215,41.686398,-87.531635,50,1,2007-07-18,2007,7,18
554,CULEX RESTUANS,T215,41.686398,-87.531635,1,0,2007-07-18,2007,7,18
555,CULEX PIPIENS,T215,41.686398,-87.531635,21,0,2007-07-18,2007,7,18
556,CULEX PIPIENS,T091,41.862292,-87.64886,2,0,2007-07-19,2007,7,19
557,CULEX PIPIENS/RESTUANS,T145,41.878114000000004,-87.629798,1,0,2007-07-19,2007,7,19
558,CULEX RESTUANS,T149,41.994469,-87.667736,1,0,2007-07-19,2007,7,19
559,CULEX RESTUANS,T047,41.868142,-87.696269,1,0,2007-07-19,2007,7,19
560,CULEX PIPIENS,T014,41.970248,-87.787992,1,0,2007-07-19,2007,7,19
561,CULEX PIPIENS/RESTUANS,T035,41.836644,-87.677737,3,0,2007-07-19,2007,7,19
562,CULEX PIPIENS,T061,41.801179,-87.679447,1,0,2007-07-19,2007,7,19
563,CULEX SALINARIUS,T062,41.800737,-87.71188000000001,1,0,2007-07-19,2007,7,19
564,CULEX PIPIENS/RESTUANS,T065,41.778296999999995,-87.752411,8,0,2007-07-19,2007,7,19
565,CULEX RESTUANS,T066,41.77166,-87.703047,2,0,2007-07-19,2007,7,19
566,CULEX PIPIENS,T071,41.781416,-87.77653199999999,1,0,2007-07-19,2007,7,19
567,CULEX RESTUANS,T074,41.822536,-87.66634300000001,1,0,2007-07-19,2007,7,19
