,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Datetime,yr,mo,day
1936,1,94,69,82,12,65,71,0.0,0.00,29.03,29.73,16.8,21,17.2,2012-06-18,2012,6,18
1938,1,95,78,87,17,65,72,0.0,0.00,29.21,29.89,14.9,21,15.5,2012-06-19,2012,6,19
1940,1,95,77,86,16,62,71,0.0,0.00,29.22,29.93,15.2,21,15.4,2012-06-20,2012,6,20
1942,1,85,70,78, 8,59,66,0.0,0.01,29.21,29.91,7.5,27,9.8,2012-06-21,2012,6,21
1944,1,87,64,76, 6,52,62,0.0,0.00,29.26,29.97,2.6,34,6.6,2012-06-22,2012,6,22
1946,1,87,62,75, 5,55,64,0.0,0.00,29.28,30.00,3.2,8,5.7,2012-06-23,2012,6,23
1948,1,94,65,80, 9,57,65,0.0,0.00,29.25,29.96,3.1,4,7.0,2012-06-24,2012,6,24
1950,1,76,60,68,-3,49,58,0.0,0.00,29.35,30.06,13.6,4,14.0,2012-06-25,2012,6,25
1952,1,83,56,70,-1,50,59,0.0,0.00,29.27,30.00,3.5,9,4.9,2012-06-26,2012,6,26
1954,1,92,57,75, 4,51,63,0.0,0.00,29.13,29.87,12.1,20,12.4,2012-06-27,2012,6,27
1956,1,100,76,88,17,69,74,0.0,0.04,29.08,29.78,6.4,26,8.4,2012-06-28,2012,6,28
1958,1,88,69,79, 8,61,67,0.0,0.42,29.16,29.84,2.4,4,6.9,2012-06-29,2012,6,29
1960,1,92,69,81, 9,67,72,0.0,0.00,29.11,29.82,6.0,24,6.6,2012-06-30,2012,6,30
1962,1,91,68,80, 8,67,71,0.0,  T,29.23,29.92,3.1,23,5.4,2012-07-01,2012,7,1
1964,1,98,71,85,13,69,74,0.0,0.00,29.21,29.93,4.4,23,5.2,2012-07-02,2012,7,2
1966,1,96,77,87,15,67,74,0.0,0.00,29.13,29.85,9.4,25,9.9,2012-07-03,2012,7,3
1968,1,102,79,91,19,68,75,0.0,0.00,29.15,29.85,9.4,25,9.6,2012-07-04,2012,7,4
1970,1,103,79,91,19,69,75,0.0,0.28,29.20,29.89,5.5,24,7.5,2012-07-05,2012,7,5
1972,1,103,82,93,21,71,77,0.0,0.00,29.21,29.92,6.5,27,7.3,2012-07-06,2012,7,6
1974,1,98,73,86,14,67,72,0.0,0.00,29.26,29.96,7.9,2,11.9,2012-07-07,2012,7,7
1976,1,85,68,77, 4,56,65,0.0,0.00,29.34,30.04,11.3,3,11.5,2012-07-08,2012,7,8
1978,1,91,66,79, 6,57,65,0.0,0.00,29.33,30.03,4.7,5,6.8,2012-07-09,2012,7,9
1980,1,83,67,75, 2,55,64,0.0,0.00,29.39,30.10,9.9,4,10.1,2012-07-10,2012,7,10
1982,1,87,64,76, 3,57,65,0.0,0.00,29.39,30.10,5.8,9,8.1,2012-07-11,2012,7,11
1984,1,91,66,79, 6,54,65,0.0,0.00,29.35,30.06,6.4,11,8.0,2012-07-12,2012,7,12
1986,1,93,70,82, 9,63,69,0.0,0.28,29.31,30.03,3.4,15,6.2,2012-07-13,2012,7,13
1988,1,90,70,80, 7,65,70,0.0,  T,29.30,30.02,2.0,25,6.4,2012-07-14,2012,7,14
1990,1,95,71,83, 9,66,71,0.0,0.00,29.29,30.01,2.2,27,7.4,2012-07-15,2012,7,15
1992,1,97,72,85,11,66,72,0.0,0.00,29.19,29.91,7.1,24,7.6,2012-07-16,2012,7,16
1994,1,99,79,89,15,67,74,0.0,0.00,29.13,29.83,8.6,26,9.8,2012-07-17,2012,7,17
1996,1,94,72,83, 9,71,74,0.0,0.85,29.18,29.89,6.0,6,8.3,2012-07-18,2012,7,18
1998,1,83,71,77, 3,70,72,0.0,0.80,29.20,29.90,5.2,4,10.9,2012-07-19,2012,7,19
2000,1,81,68,75, 1,59,65,0.0,0.00,29.34,30.04,9.5,4,10.1,2012-07-20,2012,7,20
2002,1,87,65,76, 2,63,69,0.0,0.00,29.34,30.05,4.3,24,4.9,2012-07-21,2012,7,21
2004,1,89,68,79, 5,66,70,0.0,  T,29.31,30.04,5.9,21,6.4,2012-07-22,2012,7,22
2006,1,97,81,89,15,68,74,0.0,  T,29.20,29.91,9.8,24,10.5,2012-07-23,2012,7,23
2008,1,84,69,77, 3,65,70,0.0,0.54,29.24,29.94,6.6,5,7.8,2012-07-24,2012,7,24
2010,1,99,70,85,11,67,73,0.0,0.01,28.99,29.73,9.3,20,12.2,2012-07-25,2012,7,25
2012,1,89,69,79, 5,69,72,0.0,0.71,29.00,29.70,6.4,25,9.1,2012-07-26,2012,7,26
2014,1,86,66,76, 2,64,68,0.0,0.03,29.17,29.84,5.4,34,8.6,2012-07-27,2012,7,27
2016,1,82,67,75, 1,60,66,0.0,0.00,29.38,30.07,6.2,6,7.9,2012-07-28,2012,7,28
2018,1,85,63,74, 0,59,66,0.0,  T,29.31,30.03,4.4,15,5.5,2012-07-29,2012,7,29
2020,1,92,69,81, 7,62,69,0.0,0.00,29.19,29.91,5.7,21,7.0,2012-07-30,2012,7,30
2022,1,85,68,77, 3,65,69,0.0,0.16,29.21,29.91,4.2,6,7.0,2012-07-31,2012,7,31
2024,1,90,68,79, 6,64,69,0.0,0.00,29.19,29.91,1.7,19,3.6,2012-08-01,2012,8,1
2026,1,93,66,80, 7,63,69,0.0,0.00,29.13,29.85,1.5,11,6.5,2012-08-02,2012,8,2
2028,1,95,71,83,10,67,72,0.0,0.00,29.16,29.86,4.9,7,6.3,2012-08-03,2012,8,3
2030,1,93,71,82, 9,69,72,0.0,0.37,29.15,29.85,3.8,20,6.0,2012-08-04,2012,8,4
2032,1,84,66,75, 2,59,66,0.0,0.00,29.35,30.04,7.0,31,9.1,2012-08-05,2012,8,5
2034,1,85,62,74, 1,56,64,0.0,0.00,29.35,30.07,3.2,24,4.3,2012-08-06,2012,8,6
2036,1,92,62,77, 4,60,68,0.0,0.00,29.21,29.94,7.0,25,8.3,2012-08-07,2012,8,7
2038,1,84,72,78, 5,62,68,0.0,  T,29.24,29.96,8.3,5,8.6,2012-08-08,2012,8,8
2040,1,75,63,69,-4,63,65,0.0,0.05,29.16,29.88,7.3,4,9.6,2012-08-09,2012,8,9
2042,1,76,61,69,-4,55,60,0.0,0.18,29.20,29.91,13.2,36,14.2,2012-08-10,2012,8,10
2044,1,78,56,67,-6,53,59,0.0,0.00,29.26,29.97,6.5,35,8.5,2012-08-11,2012,8,11
2046,1,76,55,66,-7,54,60,0.0,  T,29.27,29.99,3.4,22,3.8,2012-08-12,2012,8,12
2048,1,69,60,65,-8,61,63,0.0,0.40,29.24,29.96,0.3,2,3.4,2012-08-13,2012,8,13
2050,1,84,56,70,-2,60,64,0.0,  T,29.20,29.92,0.6,6,4.8,2012-08-14,2012,8,14
2052,1,85,65,75, 3,60,66,0.0,  T,29.19,29.91,5.7,23,6.3,2012-08-15,2012,8,15
2054,1,76,62,69,-3,61,65,0.0,0.39,29.13,29.84,7.0,25,10.7,2012-08-16,2012,8,16
2056,1,76,58,67,-5,51,58,0.0,0.00,29.27,29.98,4.9,33,7.4,2012-08-17,2012,8,17
2058,1,77,53,65,-7,51,58,0.0,0.00,29.26,29.98,2.6,14,4.5,2012-08-18,2012,8,18
2060,1,79,60,70,-1,50,58,0.0,0.00,29.22,29.94,1.5,7,3.6,2012-08-19,2012,8,19
2062,1,74,58,66,-5,56,60,0.0,0.08,29.25,29.96,3.5,5,6.2,2012-08-20,2012,8,20
2064,1,79,53,66,-5,50,58,0.0,0.00,29.35,30.06,2.6,13,4.6,2012-08-21,2012,8,21
2066,1,85,54,70,-1,52,60,0.0,0.00,29.35,30.07,5.5,19,5.8,2012-08-22,2012,8,22
2068,1,92,64,78, 7,56,64,0.0,0.03,29.33,30.04,7.6,18,8.1,2012-08-23,2012,8,23
2070,1,94,64,79, 8,57,66,0.0,0.00,29.28,29.99,8.2,19,8.8,2012-08-24,2012,8,24
2072,1,93,66,80,10,57,66,0.0,0.00,29.29,30.01,7.4,18,7.9,2012-08-25,2012,8,25
2074,1,79,66,73, 3,67,68,0.0,0.57,29.29,30.01,6.1,18,7.1,2012-08-26,2012,8,26
2076,1,88,66,77, 7,61,67,0.0,0.00,29.33,30.03,4.6,1,6.0,2012-08-27,2012,8,27
2078,1,86,63,75, 5,61,65,0.0,0.00,29.37,30.08,3.6,7,5.2,2012-08-28,2012,8,28
2080,1,84,65,75, 5,59,65,0.0,0.00,29.33,30.05,4.8,13,5.8,2012-08-29,2012,8,29
2082,1,90,64,77, 7,59,66,0.0,0.00,29.28,29.99,10.2,20,10.5,2012-08-30,2012,8,30
2084,1,92,71,82,13,64,70,0.0,0.00,29.32,30.02,4.9,24,10.4,2012-08-31,2012,8,31
2086,1,75,71,73, 5,66,69,0.0,  T,29.29,30.01,12.1,5,11.9,2012-09-01,2012,9,1
2088,1,82,73,78,10,69,71,0.0,  T,29.19,29.91,10.4,6,10.7,2012-09-02,2012,9,2
2090,1,88,71,80,12,70,73,0.0,0.00,29.17,M,4.6,6,4.4,2012-09-03,2012,9,3
2092,1,90,66,78,10,69,72,0.0,0.64,29.13,29.86,2.8,7,8.6,2012-09-04,2012,9,4
2094,1,86,63,75, 8,64,68,0.0,0.16,29.11,29.80,3.3,23,7.1,2012-09-05,2012,9,5
2096,1,86,68,77,10,61,67,0.0,0.00,29.18,29.89,3.2,34,6.6,2012-09-06,2012,9,6
2098,1,78,59,69, 2,60,64,0.0,0.06,29.11,29.82,4.7,34,9.6,2012-09-07,2012,9,7
2100,1,73,54,64,-2,50,56,0.0,0.28,29.14,29.86,9.5,31,11.6,2012-09-08,2012,9,8
2102,1,72,55,64,-2,51,56,0.0,0.00,29.35,30.04,8.1,35,9.4,2012-09-09,2012,9,9
2104,1,75,52,64,-2,50,56,0.0,0.00,29.42,30.14,5.9,19,6.5,2012-09-10,2012,9,10
2106,1,83,52,68, 3,53,60,0.0,0.00,29.38,30.10,11.1,20,11.5,2012-09-11,2012,9,11
2108,1,86,63,75,10,56,63,0.0,0.00,29.40,30.11,10.0,21,10.3,2012-09-12,2012,9,12
2110,1,71,54,63,-2,53,57,0.0,0.19,29.54,30.25,8.7,36,10.0,2012-09-13,2012,9,13
2112,1,76,51,64, 0,46,54,0.0,0.00,29.57,30.29,6.6,30,7.7,2012-09-14,2012,9,14
2114,1,79,50,65, 1,46,55,0.0,0.00,29.47,30.21,1.7,17,4.0,2012-09-15,2012,9,15
2116,1,77,49,63,-1,47,55,0.0,0.00,29.30,30.04,4.7,22,5.0,2012-09-16,2012,9,16
2118,1,78,55,67, 3,56,59,0.0,0.26,29.10,29.84,4.8,26,9.0,2012-09-17,2012,9,17
2120,1,63,47,55,-9,39,47,0.0,  T,29.21,29.92,11.8,33,12.2,2012-09-18,2012,9,18
2122,1,73,41,57,-6,40,50,0.0,0.00,29.19,29.93,15.9,20,16.1,2012-09-19,2012,9,19
2124,1,72,51,62, 0,39,50,0.0,0.00,29.16,29.89,8.4,28,8.9,2012-09-20,2012,9,20
2126,1,60,48,54,-8,46,50,0.0,0.15,29.13,29.86,1.9,29,6.6,2012-09-21,2012,9,21
2128,1,59,44,52,-10,41,46,0.0,0.02,29.29,29.99,10.3,29,11.0,2012-09-22,2012,9,22
2130,1,61,40,51,-10,35,43,0.0,0.00,29.49,30.21,6.2,30,6.6,2012-09-23,2012,9,23
2132,1,70,37,54,-7,34,46,0.0,0.00,29.28,30.05,11.3,23,11.5,2012-09-24,2012,9,24
2134,1,77,49,63, 2,52,57,0.0,0.00,29.13,29.86,8.6,21,9.1,2012-09-25,2012,9,25
2136,1,68,53,61, 1,50,54,0.0,0.00,29.34,30.03,9.4,3,9.8,2012-09-26,2012,9,26
2138,1,65,46,56,-4,46,51,0.0,0.00,29.44,30.16,8.3,36,9.0,2012-09-27,2012,9,27
2140,1,67,50,59, 0,48,52,0.0,  T,29.40,30.13,7.5,1,8.9,2012-09-28,2012,9,28
2142,1,79,48,64, 5,46,53,0.0,0.00,29.29,30.03,2.4,34,5.9,2012-09-29,2012,9,29
2144,1,66,50,58,-1,46,51,0.0,0.00,29.23,29.96,7.2,3,8.1,2012-09-30,2012,9,30
2146,1,66,47,57,-1,46,52,0.0,0.00,29.13,29.87,3.8,6,4.8,2012-10-01,2012,10,1
2148,1,69,53,61, 3,50,55,0.0,0.00,29.15,29.86,9.6,3,9.9,2012-10-02,2012,10,2
2150,1,63,59,61, 4,59,60,0.0,0.26,29.23,29.94,2.8,22,4.8,2012-10-03,2012,10,3
2152,1,77,48,63, 6,52,56,0.0,0.12,29.31,30.02,10.1,24,11.7,2012-10-04,2012,10,4
2154,1,50,39,45,-12,31,40,0.0,0.00,29.36,30.09,8.4,28,8.9,2012-10-05,2012,10,5
2156,1,50,34,42,-14,28,37,0.0,0.00,29.41,30.13,9.5,30,9.8,2012-10-06,2012,10,6
2158,1,51,36,44,-12,24,36,0.0,0.00,29.41,30.14,6.1,28,7.6,2012-10-07,2012,10,7
2160,1,60,32,46,-10,29,40,0.0,0.00,29.32,30.07,13.9,20,13.8,2012-10-08,2012,10,8
2162,1,65,42,54,-1,38,45,0.0,0.17,29.15,29.90,13.1,22,16.7,2012-10-09,2012,10,9
2164,1,51,35,43,-12,31,38,0.0,0.00,29.36,30.08,12.1,28,12.7,2012-10-10,2012,10,10
2166,1,67,35,51,-3,35,44,0.0,0.02,29.40,30.11,9.0,23,15.0,2012-10-11,2012,10,11
2168,1,53,37,45,-9,32,40,0.0,  T,29.61,30.35,6.1,7,10.6,2012-10-12,2012,10,12
2170,1,67,44,56, 3,52,54,0.0,0.21,29.18,29.95,11.9,20,12.6,2012-10-13,2012,10,13
2172,1,71,48,60, 7,55,57,0.0,0.77,28.89,29.62,10.8,24,15.6,2012-10-14,2012,10,14
2174,1,60,41,51,-2,41,46,0.0,0.00,29.21,29.89,5.4,32,9.0,2012-10-15,2012,10,15
2176,1,70,40,55, 3,45,51,0.0,0.00,28.97,29.72,14.0,18,14.4,2012-10-16,2012,10,16
2178,1,68,54,61, 9,52,56,0.0,0.51,28.71,29.45,15.6,19,17.7,2012-10-17,2012,10,17
2180,1,54,45,50,-1,41,45,0.0,0.07,28.71,29.43,13.7,22,15.1,2012-10-18,2012,10,18
2182,1,52,43,48,-3,43,45,0.0,0.02,28.81,29.51,4.2,26,7.0,2012-10-19,2012,10,19
2184,1,59,39,49,-1,40,44,0.0,0.00,29.10,29.80,6.9,27,7.2,2012-10-20,2012,10,20
2186,1,68,37,53, 3,45,49,0.0,0.00,29.25,29.97,6.2,16,6.5,2012-10-21,2012,10,21
2188,1,65,49,57, 7,56,57,0.0,0.81,29.18,29.92,4.0,20,6.5,2012-10-22,2012,10,22
2190,1,70,57,64,15,60,61,0.0,0.06,29.18,29.90,4.4,16,7.0,2012-10-23,2012,10,23
2192,1,78,58,68,19,62,65,0.0,0.00,29.15,29.88,11.5,19,11.2,2012-10-24,2012,10,24
2194,1,75,45,60,12,56,59,0.0,0.13,29.11,29.81,11.8,22,17.6,2012-10-25,2012,10,25
2196,1,51,37,44,-4,30,39,0.0,0.00,29.54,30.25,8.9,34,9.7,2012-10-26,2012,10,26
2198,1,48,34,41,-7,27,36,0.0,0.00,29.54,30.28,9.6,36,10.5,2012-10-27,2012,10,27
2200,1,49,38,44,-3,30,38,0.0,0.00,29.52,30.27,12.8,1,13.6,2012-10-28,2012,10,28
2202,1,51,36,44,-3,30,38,0.0,0.00,29.43,30.20,14.3,36,15.0,2012-10-29,2012,10,29
2204,1,48,39,44,-2,26,36,0.0,0.00,29.08,29.85,19.4,35,18.5,2012-10-30,2012,10,30
2206,1,50,34,42,-4,26,35,0.0,0.00,29.09,29.83,13.5,33,13.8,2012-10-31,2012,10,31
2208,1,84,56,70,17,54,62,0.0,0.00,29.36,30.06,8.0,18,9.7,2013-05-01,2013,5,1
2210,1,55,42,49,-5,41,45,0.0,0.11,29.44,30.17,15.2,3,15.4,2013-05-02,2013,5,2
2212,1,48,40,44,-10,42,43,0.0,0.05,29.28,30.03,11.2,4,11.5,2013-05-03,2013,5,3
2214,1,71,48,60, 6,45,51,0.0,0.02,29.26,29.99,6.1,6,7.0,2013-05-04,2013,5,4
2216,1,69,48,59, 4,43,50,0.0,  T,29.28,30.00,8.8,3,9.3,2013-05-05,2013,5,5
2218,1,71,50,61, 6,39,49,0.0,  T,29.28,30.00,7.5,3,8.0,2013-05-06,2013,5,6
2220,1,75,48,62, 7,41,52,0.0,0.00,29.28,30.00,4.7,5,5.8,2013-05-07,2013,5,7
2222,1,79,48,64, 8,43,54,0.0,0.00,29.26,29.98,3.7,7,5.1,2013-05-08,2013,5,8
2224,1,75,46,61, 5,50,54,0.0,0.32,29.15,29.90,1.0,9,5.8,2013-05-09,2013,5,9
2226,1,47,44,46,-10,43,45,0.0,0.13,29.18,29.91,9.4,36,10.0,2013-05-10,2013,5,10
2228,1,60,43,52,-5,37,45,0.0,0.00,29.21,29.92,10.1,30,12.7,2013-05-11,2013,5,11
2230,1,55,37,46,-11,29,39,0.0,0.00,29.35,30.08,7.8,32,11.2,2013-05-12,2013,5,12
2232,1,64,36,50,-8,32,43,0.0,0.00,29.34,30.09,2.5,9,5.9,2013-05-13,2013,5,13
2234,1,91,50,71,13,49,59,0.0,0.00,28.98,29.75,8.4,22,11.7,2013-05-14,2013,5,14
2236,1,84,60,72,14,49,59,0.0,0.00,29.07,29.77,3.2,28,8.4,2013-05-15,2013,5,15
2238,1,83,53,68, 9,46,56,0.0,0.00,29.20,29.89,4.1,7,5.0,2013-05-16,2013,5,16
2240,1,70,55,63, 4,46,53,0.0,  T,29.29,30.00,6.1,4,6.8,2013-05-17,2013,5,17
2242,1,80,56,68, 8,56,61,0.0,0.00,29.26,29.99,5.3,12,6.5,2013-05-18,2013,5,18
2244,1,86,58,72,12,61,66,0.0,0.00,29.12,29.85,6.2,14,7.6,2013-05-19,2013,5,19
2246,1,89,65,77,16,60,67,0.0,1.09,29.03,29.73,12.6,22,13.7,2013-05-20,2013,5,20
2248,1,81,64,73,12,63,66,0.0,0.56,28.96,29.67,11.2,20,12.1,2013-05-21,2013,5,21
2250,1,73,52,63, 2,60,63,0.0,1.35,28.97,29.66,4.5,25,7.4,2013-05-22,2013,5,22
2252,1,54,42,48,-13,43,46,0.0,0.06,29.38,30.05,14.5,2,14.8,2013-05-23,2013,5,23
2254,1,57,41,49,-13,34,42,0.0,0.00,29.62,30.35,7.5,4,8.1,2013-05-24,2013,5,24
2256,1,57,44,51,-11,37,44,0.0,0.00,29.59,30.34,4.7,5,5.1,2013-05-25,2013,5,25
2258,1,68,44,56,-6,44,50,0.0,0.02,29.47,30.22,5.5,9,7.4,2013-05-26,2013,5,26
2260,1,62,53,58,-4,53,55,0.0,0.23,29.21,29.97,8.5,9,9.1,2013-05-27,2013,5,27
2262,1,76,56,66, 3,64,66,0.0,0.20,29.06,29.78,8.7,21,10.2,2013-05-28,2013,5,28
2264,1,84,64,74,10,64,67,0.0,0.01,29.16,29.88,7.3,20,8.7,2013-05-29,2013,5,29
2266,1,83,64,74,10,66,69,0.0,0.51,29.13,29.85,13.4,19,14.6,2013-05-30,2013,5,30
2268,1,77,64,71, 7,65,67,0.0,0.30,29.05,29.79,11.7,20,12.1,2013-05-31,2013,5,31
2270,1,76,63,70, 6,62,64,0.0,0.56,28.98,29.69,13.1,22,13.0,2013-06-01,2013,6,1
2272,1,63,43,53,-11,50,51,0.0,0.01,29.24,29.93,1.8,5,6.2,2013-06-02,2013,6,2
2274,1,68,43,56,-8,43,50,0.0,0.00,29.34,30.06,3.7,12,4.8,2013-06-03,2013,6,3
2276,1,72,50,61,-3,45,52,0.0,0.00,29.39,30.11,5.3,7,6.1,2013-06-04,2013,6,4
2278,1,73,54,64,-1,49,54,0.0,0.01,29.24,30.00,6.8,5,8.2,2013-06-05,2013,6,5
2280,1,64,52,58,-8,50,53,0.0,0.15,29.18,29.91,8.9,3,9.1,2013-06-06,2013,6,6
2282,1,68,52,60,-6,45,52,0.0,  T,29.20,29.92,9.5,3,9.9,2013-06-07,2013,6,7
2284,1,74,49,62,-4,43,53,0.0,0.00,29.25,29.96,4.7,7,5.4,2013-06-08,2013,6,8
2286,1,80,55,68, 2,55,61,0.0,0.01,29.15,29.88,6.0,15,8.9,2013-06-09,2013,6,9
2288,1,76,60,68, 1,63,65,0.0,0.26,29.08,29.79,2.7,4,4.3,2013-06-10,2013,6,10
2290,1,83,60,72, 5,62,67,0.0,  T,29.13,29.85,3.2,25,4.5,2013-06-11,2013,6,11
2292,1,86,63,75, 7,64,67,0.0,0.75,29.00,29.74,3.1,8,8.0,2013-06-12,2013,6,12
2294,1,73,58,66,-2,54,59,0.0,0.00,29.23,29.92,11.7,3,12.2,2013-06-13,2013,6,13
2296,1,78,56,67,-1,51,57,0.0,0.00,29.34,30.05,6.6,6,7.9,2013-06-14,2013,6,14
2298,1,80,58,69, 1,62,65,0.0,0.17,29.21,29.95,5.6,21,7.7,2013-06-15,2013,6,15
2300,1,86,69,78, 9,62,67,0.0,0.00,29.16,29.88,8.3,27,9.2,2013-06-16,2013,6,16
2302,1,88,59,74, 5,55,63,0.0,0.03,29.18,29.89,3.9,29,8.1,2013-06-17,2013,6,17
2304,1,71,56,64,-6,52,56,0.0,0.00,29.31,30.01,11.4,3,11.6,2013-06-18,2013,6,18
2306,1,75,53,64,-6,46,55,0.0,0.00,29.39,30.10,5.9,8,6.9,2013-06-19,2013,6,19
2308,1,86,56,71, 1,58,64,0.0,0.00,29.38,30.10,5.1,12,5.9,2013-06-20,2013,6,20
2310,1,82,68,75, 5,65,68,  T,0.79,29.34,30.04,7.4,19,9.5,2013-06-21,2013,6,21
2312,1,80,67,74, 4,67,69,0.0,0.04,29.30,30.01,3.1,22,8.4,2013-06-22,2013,6,22
2314,1,87,66,77, 7,68,71,0.0,0.84,29.26,29.97,10.7,20,11.5,2013-06-23,2013,6,23
2316,1,89,67,78, 7,67,69,0.0,0.18,29.25,29.95,8.9,23,10.0,2013-06-24,2013,6,24
2318,1,85,67,76, 5,69,71,0.0,0.03,29.13,29.86,4.5,19,6.9,2013-06-25,2013,6,25
2320,1,80,66,73, 2,67,68,0.0,1.48,29.05,29.76,2.2,16,7.4,2013-06-26,2013,6,26
2322,1,90,64,77, 6,67,70,  T,0.92,29.01,29.73,7.2,29,7.2,2013-06-27,2013,6,27
2324,1,83,67,75, 4,61,66,0.0,  T,28.91,29.63,10.5,31,10.9,2013-06-28,2013,6,28
2326,1,72,64,68,-3,59,62,0.0,0.00,28.97,29.66,12.0,2,12.3,2013-06-29,2013,6,29
2328,1,77,62,70,-2,52,59,0.0,0.00,29.20,29.88,13.8,2,13.9,2013-06-30,2013,6,30
2330,1,75,59,67,-5,51,58,0.0,0.00,29.31,30.03,12.6,3,12.3,2013-07-01,2013,7,1
2332,1,68,60,64,-8,52,57,0.0,  T,29.33,30.05,11.0,3,11.2,2013-07-02,2013,7,2
2334,1,72,59,66,-6,60,62,0.0,0.02,29.32,30.04,2.2,2,5.3,2013-07-03,2013,7,3
2336,1,83,56,70,-2,61,64,0.0,0.00,29.34,30.05,4.4,20,5.1,2013-07-04,2013,7,4
2338,1,86,60,73, 1,61,66,0.0,0.00,29.33,30.04,3.7,19,4.8,2013-07-05,2013,7,5
2340,1,83,65,74, 2,65,68,0.0,0.00,29.29,30.01,4.1,19,4.5,2013-07-06,2013,7,6
2342,1,88,70,79, 7,67,71,0.0,0.00,29.26,29.97,6.6,21,6.8,2013-07-07,2013,7,7
2344,1,86,70,78, 5,71,74,0.0,0.50,29.24,29.95,7.8,23,8.4,2013-07-08,2013,7,8
2346,1,85,73,79, 6,74,75,0.0,  T,29.19,29.91,6.9,23,7.3,2013-07-09,2013,7,9
2348,1,85,66,76, 3,65,70,0.0,0.00,29.20,29.89,6.0,34,8.3,2013-07-10,2013,7,10
2350,1,81,64,73, 0,54,62,0.0,0.00,29.36,30.06,6.5,3,7.4,2013-07-11,2013,7,11
2352,1,83,58,71,-2,53,61,0.0,0.00,29.38,30.10,4.0,8,4.8,2013-07-12,2013,7,12
2354,1,84,62,73, 0,59,65,0.0,0.00,29.41,30.12,6.8,9,7.5,2013-07-13,2013,7,13
2356,1,88,72,80, 7,66,71,0.0,0.00,29.47,30.17,6.7,9,7.6,2013-07-14,2013,7,14
2358,1,89,71,80, 6,71,74,0.0,0.09,29.52,30.23,4.3,8,5.1,2013-07-15,2013,7,15
2360,1,92,73,83, 9,72,75,0.0,0.00,29.54,30.25,6.4,23,6.8,2013-07-16,2013,7,16
2362,1,94,76,85,11,72,76,0.0,0.00,29.51,30.23,6.7,26,6.9,2013-07-17,2013,7,17
2364,1,95,77,86,12,72,76,0.0,  T,29.31,30.05,7.2,24,8.1,2013-07-18,2013,7,18
2366,1,96,71,84,10,70,75,0.0,0.58,29.10,29.83,13.3,25,14.0,2013-07-19,2013,7,19
2368,1,89,71,80, 6,64,69,0.0,0.06,29.17,29.86,4.8,1,7.5,2013-07-20,2013,7,20
2370,1,88,68,78, 4,65,69,0.0,0.01,29.18,29.89,2.8,7,6.7,2013-07-21,2013,7,21
2372,1,87,71,79, 5,66,71,0.0,  T,29.07,29.78,4.9,24,7.4,2013-07-22,2013,7,22
2374,1,78,63,71,-3,60,64,0.0,0.03,29.15,29.83,8.8,2,11.0,2013-07-23,2013,7,23
2376,1,72,60,66,-8,51,58,0.0,0.00,29.31,30.01,7.8,5,8.1,2013-07-24,2013,7,24
2378,1,81,57,69,-5,54,61,0.0,0.00,29.33,30.05,4.1,23,5.1,2013-07-25,2013,7,25
2380,1,70,62,66,-8,61,63,0.0,0.39,29.21,29.94,7.6,22,8.5,2013-07-26,2013,7,26
2382,1,65,55,60,-14,51,56,0.0,0.00,29.17,29.90,9.0,30,10.6,2013-07-27,2013,7,27
2384,1,69,54,62,-12,50,55,0.0,  T,29.23,29.93,8.7,28,9.1,2013-07-28,2013,7,28
2386,1,76,57,67,-7,55,59,0.0,0.00,29.41,30.11,2.0,1,7.0,2013-07-29,2013,7,29
2388,1,74,57,66,-8,59,62,0.0,0.04,29.39,30.12,4.2,16,4.7,2013-07-30,2013,7,30
2390,1,75,62,69,-5,64,65,0.0,0.50,29.26,30.00,2.2,32,4.4,2013-07-31,2013,7,31
2392,1,81,61,71,-2,57,62,0.0,0.00,29.23,29.95,7.6,30,7.8,2013-08-01,2013,8,1
2394,1,84,62,73, 0,63,67,0.0,0.63,29.15,29.87,4.5,29,8.2,2013-08-02,2013,8,2
2396,1,81,64,73, 0,55,62,0.0,0.00,29.33,30.03,5.8,2,6.8,2013-08-03,2013,8,3
2398,1,75,60,68,-5,56,61,0.0,  T,29.42,30.14,5.9,6,7.8,2013-08-04,2013,8,4
2400,1,75,58,67,-6,59,62,0.0,0.07,29.23,29.98,6.8,19,7.6,2013-08-05,2013,8,5
2402,1,83,67,75, 2,68,70,0.0,0.04,29.13,29.86,7.2,21,8.0,2013-08-06,2013,8,6
2404,1,89,67,78, 5,68,71,0.0,  T,29.14,29.83,4.0,30,9.9,2013-08-07,2013,8,7
2406,1,78,65,72,-1,56,62,0.0,0.00,29.26,29.98,8.6,5,9.3,2013-08-08,2013,8,8
2408,1,82,59,71,-2,60,65,0.0,  T,29.28,29.98,4.7,27,5.3,2013-08-09,2013,8,9
2410,1,81,64,73, 0,57,M,0.0,0.00,M,30.08,5.3,5,6.5,2013-08-10,2013,8,10
2412,1,81,60,71,-2,61,M,0.0,0.01,29.35,30.07,2.0,27,3.0,2013-08-11,2013,8,11
2414,1,82,67,75, 2,65,68,0.0,0.27,29.21,29.93,3.5,27,7.5,2013-08-12,2013,8,12
